player1_name,player1_age,player1_ranking,player1_points,player1_win_rate,player1_win_rate_3_sets,player1_win_rate_tiebreak,player1_total_matches_dure,player1_win_rate_dure,player1_total_matches_terre battue,player1_win_rate_terre battue,player1_total_matches_gazon,player1_win_rate_gazon,player1_total_matches_salle,player1_win_rate_salle,player1_total_matches_carpet,player1_win_rate_carpet,player1_total_matches_acryl,player1_win_rate_acryl,player1_avg_first_serve_pct,player1_avg_first_serve_won_pct,player1_avg_second_serve_won_pct,player1_avg_return_points_won_pct,player1_avg_break_point_won_pct,player1_avg_double_fautes,player1_avg_aces
Cristian Garin,28,152,382,0.4782608695652174,0.44,0.5625,13,0.38461538461538464,24,0.5,7,0.5714285714285714,2,0.5,0,0,0,0,0.6132760010749798,0.6901840490797546,0.5079916608756081,0.3849164926931106,0.3708791208791209,4.021739130434782,4.956521739130435
Andrey Rublev,27,8,3760,0.5714285714285714,0.5714285714285714,0.5,19,0.6842105263157895,17,0.6470588235294118,2,0.0,11,0.36363636363636365,0,0,0,0,0.6068023705230611,0.770276008492569,0.5111402359108781,0.37682957082609775,0.37026239067055394,3.1041666666666665,8.354166666666666
Thanasi Kokkinakis,28,77,716,0.6530612244897959,0.6190476190476191,0.9,24,0.6666666666666666,17,0.6470588235294118,4,0.5,4,0.75,0,0,0,0,0.6105290728129911,0.7657657657657657,0.5285810356422327,0.36691876067333495,0.3185840707964602,3.0416666666666665,9.979166666666666
Radu Albot,35,163,369,0.6170212765957447,0.6428571428571429,0.625,13,0.6923076923076923,25,0.6,7,0.5714285714285714,2,0.5,0,0,0,0,0.6303521662021788,0.6684083601286174,0.5133653187114462,0.4062117877231597,0.4304461942257218,3.297872340425532,2.2127659574468086
Taylor Harry Fritz,27,4,5100,0.673469387755102,0.68,0.625,18,0.6666666666666666,10,0.6,12,0.8333333333333334,9,0.5555555555555556,0,0,0,0,0.622248243559719,0.788859616108393,0.5536933581626319,0.3478782066650683,0.40418118466898956,2.06,11.12
Jacob Fearnley,23,99,622,0.8163265306122449,0.85,0.7333333333333333,15,0.8666666666666667,0,0.0,12,0.75,22,0.8181818181818182,0,0,0,0,0.6112843776580663,0.7421150278293135,0.5149525893508388,0.4091531926555221,0.4525993883792049,4.836734693877551,5.530612244897959
Elmer Moller,21,160,372,0.7333333333333333,0.4,0.8333333333333334,3,0.6666666666666666,41,0.7317073170731707,0,0.0,1,1.0,0,0,0,0,0.618632707774799,0.6782231852654388,0.4789103690685413,0.4649350649350649,0.4958904109589041,3.6511627906976742,2.7142857142857144
Kamil Majchrzak,28,120,506,0.7142857142857143,0.7222222222222222,0.6153846153846154,20,0.75,25,0.76,0,0.0,4,0.25,0,0,0,0,0.6164013217182337,0.7227095516569201,0.5536413469068129,0.4121338912133891,0.4560810810810811,1.5957446808510638,4.229166666666667
Seongchan Hong,27,150,389,0.574468085106383,0.625,1.0,43,0.6046511627906976,1,0.0,2,0.0,1,1.0,0,0,0,0,0.5932203389830508,0.6706493506493506,0.5075757575757576,0.3939762701551567,0.4166666666666667,2.577777777777778,4.2
Flavio Cobolli,22,32,1472,0.5714285714285714,0.6428571428571429,0.5909090909090909,20,0.7,18,0.5,7,0.42857142857142855,4,0.5,0,0,0,0,0.5566690527320448,0.7389627089584226,0.5215285252960172,0.35198422479664776,0.384375,3.3877551020408165,6.408163265306122
Fabian Marozsan,25,58,935,0.4489795918367347,0.5,0.75,23,0.6086956521739131,13,0.38461538461538464,5,0.2,8,0.25,0,0,0,0,0.6445110324162353,0.6880811496196112,0.4812260536398467,0.3664100370687197,0.4036363636363636,2.2083333333333335,4.375
Murkel Dellien,27,183,314,0.5102040816326531,0.5,0.5,2,0.5,46,0.5217391304347826,1,0.0,0,0.0,0,0,0,0,0.6655457046774687,0.6426274689940285,0.48811700182815354,0.4146875,0.43373493975903615,2.4680851063829787,2.276595744680851
Jiri Lehecka,23,28,1660,0.6530612244897959,0.6842105263157895,0.8571428571428571,28,0.7142857142857143,5,0.8,0,0.0,16,0.5,0,0,0,0,0.6186136426401546,0.7589285714285714,0.5199131064446053,0.3530701754385965,0.3710247349823322,2.5918367346938775,8.244897959183673
Mackenzie Mcdonald,29,131,464,0.5306122448979592,0.26666666666666666,0.5714285714285714,30,0.6,4,0.0,11,0.45454545454545453,4,0.75,0,0,0,0,0.6393489434608794,0.7020991514068781,0.5249406175771971,0.38996029495178675,0.4584837545126354,2.877551020408163,4.673469387755102
Miomir Kecmanovic,25,54,1021,0.4489795918367347,0.45,0.4117647058823529,18,0.3333333333333333,12,0.5,8,0.5,11,0.5454545454545454,0,0,0,0,0.6091301998919503,0.716629711751663,0.5224602626123013,0.35727537768354095,0.3838383838383838,2.0833333333333335,4.291666666666667
Mariano Navone,23,47,1148,0.5102040816326531,0.55,0.6666666666666666,8,0.25,33,0.6666666666666666,3,0.0,5,0.2,0,0,0,0,0.6588746942103832,0.6431518151815182,0.47808764940239046,0.4177047442353565,0.4225721784776903,2.25,2.4166666666666665
Otto Virtanen,23,94,634,0.5434782608695652,0.6363636363636364,0.8125,14,0.5,12,0.4166666666666667,8,0.625,12,0.6666666666666666,0,0,0,0,0.5838594564919023,0.7381288199341796,0.4947229551451187,0.3698666666666667,0.35119047619047616,4.044444444444444,8.88888888888889
Sho Shimabukuro,27,190,303,0.6,0.35294117647058826,0.5714285714285714,29,0.6551724137931034,4,0.25,8,0.625,4,0.5,0,0,0,0,0.5674947620472912,0.7162447257383966,0.528719723183391,0.3717115444134943,0.46153846153846156,3.066666666666667,5.288888888888889
Titouan Droguet,23,182,315,0.5957446808510638,0.6428571428571429,0.7,8,0.625,25,0.68,5,0.6,9,0.3333333333333333,0,0,0,0,0.593200468933177,0.7267786561264822,0.5230547550432276,0.3720725995316159,0.41832669322709165,2.0638297872340425,6.74468085106383
August Holmgren,26,200,286,0.6122448979591837,0.5333333333333333,1.0,27,0.7037037037037037,10,0.5,0,0.0,12,0.5,0,0,0,0,0.6304949277589917,0.7191613846903949,0.5299500831946755,0.3772489843296576,0.3879003558718861,3.5531914893617023,5.042553191489362
Marc-Andrea Huesler,28,159,376,0.6326530612244898,0.42857142857142855,0.7222222222222222,12,0.75,19,0.5789473684210527,7,0.5714285714285714,11,0.6363636363636364,0,0,0,0,0.6006134969325153,0.7594484167517875,0.5407066052227343,0.37746395998823185,0.4008097165991903,1.9791666666666667,7.291666666666667
Lucas Pouille,30,101,616,0.7142857142857143,0.6842105263157895,0.7647058823529411,14,0.7142857142857143,13,0.6153846153846154,6,0.8333333333333334,16,0.75,0,0,0,0,0.5739154462558718,0.7481945113143957,0.5311284046692607,0.3876515365097265,0.4036144578313253,3.0208333333333335,7.166666666666667
Benjamin Bonzi,28,75,730,0.7755102040816326,0.6428571428571429,0.8333333333333334,20,0.65,0,0.0,2,0.5,27,0.8888888888888888,0,0,0,0,0.6104651162790697,0.7647619047619048,0.55,0.394413407821229,0.41214057507987223,2.122448979591837,6.918367346938775
Grigor Dimitrov,33,10,3350,0.6938775510204082,0.6428571428571429,1.0625,21,0.7142857142857143,12,0.6666666666666666,6,0.6666666666666666,10,0.7,0,0,0,0,0.5969011313330054,0.7972805933250927,0.5234899328859061,0.3691213581096582,0.3639240506329114,4.03921568627451,8.470588235294118
Federico Agustin Gomez,28,137,442,0.6875,0.75,0.8571428571428571,17,0.5882352941176471,31,0.7419354838709677,0,0.0,0,0.0,0,0,0,0,0.6227544910179641,0.7257085020242915,0.5129490392648287,0.3890784982935154,0.3626373626373626,3.3333333333333335,5.395833333333333
Christopher O'Connell,30,64,795,0.5102040816326531,0.47058823529411764,0.6428571428571429,34,0.5882352941176471,6,0.3333333333333333,1,0.0,8,0.375,0,0,0,0,0.5869132290184922,0.737275811924382,0.5137741046831956,0.3439138031450204,0.364,1.816326530612245,7.3061224489795915
Arthur Rinderknech,29,59,927,0.5102040816326531,0.4782608695652174,0.6666666666666666,20,0.6,13,0.46153846153846156,9,0.4444444444444444,7,0.42857142857142855,0,0,0,0,0.6284321272773928,0.763985300122499,0.5051831375259157,0.3347489382962778,0.31475409836065577,2.5306122448979593,10.142857142857142
Nick Hardt,24,199,286,0.6136363636363636,0.6111111111111112,0.6,6,0.6666666666666666,36,0.6111111111111112,2,0.5,0,0.0,0,0,0,0,0.6491563196434257,0.6434526728788622,0.4791288566243194,0.4455118583008106,0.4295612009237875,4.204545454545454,1.3863636363636365
Joao Fonseca,18,145,409,0.6530612244897959,0.5416666666666666,0.7857142857142857,14,0.7857142857142857,11,0.5454545454545454,6,0.3333333333333333,18,0.7222222222222222,0,0,0,0,0.6642294713160855,0.7044877222692634,0.5510887772194305,0.37756497948016415,0.4126506024096386,2.125,6.166666666666667
Marin Cilic,36,179,323,0.5510204081632653,0.5833333333333334,0.631578947368421,26,0.6153846153846154,5,0.4,4,0.75,14,0.42857142857142855,0,0,0,0,0.5836186462997103,0.7700892857142857,0.4987546699875467,0.36098069900886803,0.37540453074433655,4.239130434782608,11.869565217391305
Alejandro Tabilo,27,23,1943,0.5306122448979592,0.47619047619047616,0.55,12,0.4166666666666667,18,0.6111111111111112,9,0.7777777777777778,10,0.3,0,0,0,0,0.6390822376901263,0.7482855990318676,0.48928571428571427,0.3484329734000527,0.3795918367346939,2.510204081632653,7.36734693877551
Jan Choinski,28,173,330,0.5714285714285714,0.5,0.7692307692307693,5,0.6,37,0.6216216216216216,4,0.0,3,0.6666666666666666,0,0,0,0,0.6660279222556803,0.6781750924784217,0.5172131147540984,0.3977429121937792,0.4415204678362573,1.510204081632653,3.4489795918367347
Richard Gasquet,38,129,470,0.5306122448979592,0.47058823529411764,0.7333333333333333,10,0.8,22,0.5,8,0.5,9,0.3333333333333333,0,0,0,0,0.5924078692158493,0.7469597754911131,0.5078178110129163,0.3689373297002725,0.38926174496644295,2.7346938775510203,5.489795918367347
Alex De Minaur,25,9,3745,0.6530612244897959,0.72,0.75,9,0.7777777777777778,15,0.6666666666666666,10,0.8,15,0.4666666666666667,0,0,0,0,0.5376075492645018,0.7325761486835313,0.5324129651860744,0.4187990879148721,0.45792079207920794,3.0625,4.4375
Lukas Klein,26,136,443,0.5306122448979592,0.36363636363636365,0.75,18,0.5,16,0.5625,5,0.6,10,0.5,0,0,0,0,0.6522084104734197,0.7412814274128142,0.5193916349809886,0.363682092555332,0.35331230283911674,3.0625,6.142857142857143
Clement Chidekh,23,189,304,0.65,0.45454545454545453,0.8571428571428571,24,0.7083333333333334,4,0.25,3,0.3333333333333333,9,0.7777777777777778,0,0,0,0,0.5920668058455115,0.6918194640338505,0.5015353121801432,0.4363143631436314,0.44363636363636366,3.6578947368421053,2.5641025641025643
Ugo Humbert,26,14,2765,0.5714285714285714,0.4642857142857143,0.5833333333333334,18,0.6111111111111112,12,0.4166666666666667,9,0.5555555555555556,10,0.7,0,0,0,0,0.6290853813022549,0.7382198952879581,0.5373543522960932,0.3649240278135462,0.38904899135446686,2.122448979591837,7.1020408163265305
Bu Yunchaokete,22,65,784,0.6530612244897959,0.47619047619047616,0.65,34,0.7352941176470589,0,0.0,3,0.3333333333333333,12,0.5,0,0,0,0,0.5822679266259033,0.728400954653938,0.5608782435129741,0.37168640721940216,0.41694915254237286,1.7234042553191489,6.723404255319149
Li Tu,28,174,329,0.6122448979591837,0.5789473684210527,0.7,36,0.6666666666666666,2,0.5,9,0.4444444444444444,2,0.5,0,0,0,0,0.6274864376130199,0.7142170989433237,0.5323624595469255,0.3952216465169833,0.4161073825503356,2.2448979591836733,5.510204081632653
Henri Squire,24,177,325,0.5625,0.42857142857142855,0.7857142857142857,1,0.0,34,0.6176470588235294,3,0.0,10,0.6,0,0,0,0,0.607608129233976,0.7452830188679245,0.47343957503320055,0.36795010845986986,0.4507042253521127,3.75,7.270833333333333
Martin Landaluce,18,151,383,0.6521739130434783,0.6,0.7857142857142857,16,0.75,20,0.6,0,0.0,10,0.6,0,0,0,0,0.6273980815347722,0.7032967032967034,0.48592115848753015,0.40148367952522257,0.37388724035608306,3.847826086956522,4.391304347826087
Facundo Bagnis,34,144,414,0.6530612244897959,0.6,0.8,4,0.25,44,0.7045454545454546,1,0.0,0,0.0,0,0,0,0,0.6348559790514984,0.6805682859761687,0.5203187250996016,0.40165876777251186,0.434640522875817,2.2448979591836733,3.7142857142857144
Yannick Hanfmann,33,96,627,0.4489795918367347,0.6666666666666666,0.75,17,0.5294117647058824,21,0.42857142857142855,6,0.3333333333333333,5,0.4,0,0,0,0,0.6742424242424242,0.6780466724286949,0.5143112701252236,0.34324009324009325,0.29277566539923955,1.7959183673469388,4.816326530612245
Hamad Medjedovic,21,114,536,0.6530612244897959,0.6,0.9285714285714286,11,0.7272727272727273,21,0.6190476190476191,4,0.5,13,0.6923076923076923,0,0,0,0,0.6544378698224852,0.7432188065099458,0.5196917808219178,0.37954987496526815,0.37410071942446044,2.8958333333333335,9.083333333333334
Yuta Shimizu,25,192,299,0.5777777777777777,0.45454545454545453,0.4117647058823529,44,0.5909090909090909,0,0.0,0,0.0,1,0.0,0,0,0,0,0.6115865701119158,0.6706135629709364,0.5016949152542373,0.4200884396715098,0.46726190476190477,2.5,2.977272727272727
Cameron Norrie,29,49,1119,0.5306122448979592,0.68,0.4117647058823529,14,0.6428571428571429,16,0.5,7,0.42857142857142855,12,0.5,0,0,0,0,0.6476309226932668,0.718906430496727,0.5152158527954707,0.36771072065189714,0.4092219020172911,2.2916666666666665,5.5625
Nicolas Moreno De Alboran,27,110,556,0.6122448979591837,0.3333333333333333,0.8125,15,0.7333333333333333,31,0.5806451612903226,3,0.3333333333333333,0,0.0,0,0,0,0,0.6291000841042893,0.7281639928698752,0.5336356764928194,0.3760752688172043,0.38768115942028986,3.2244897959183674,5.36734693877551
Pablo Carreno-Busta,33,196,292,0.4897959183673469,0.4444444444444444,0.45,29,0.5517241379310345,6,0.3333333333333333,1,0.0,13,0.46153846153846156,0,0,0,0,0.6440972222222222,0.7023488640739315,0.5331010452961672,0.36760668829548293,0.3905325443786982,2.6041666666666665,4.895833333333333
Novak Djokovic,37,7,3910,0.7916666666666666,0.76,0.9166666666666666,20,0.75,20,0.8,7,0.8571428571428571,1,1.0,0,0,0,0,0.6419753086419753,0.752991452991453,0.5547892720306513,0.4143081761006289,0.4188034188034188,2.3555555555555556,6.7555555555555555
Tommy Paul,27,12,3145,0.7142857142857143,0.5769230769230769,0.9230769230769231,18,0.6111111111111112,14,0.7142857142857143,12,0.8333333333333334,5,0.8,0,0,0,0,0.6147582697201018,0.7144039735099338,0.5554089709762533,0.41240694789081883,0.4015151515151515,1.653061224489796,5.163265306122449
Brandon Holt,26,198,286,0.5227272727272727,0.5,0.5384615384615384,36,0.5277777777777778,2,0.5,0,0.0,6,0.5,0,0,0,0,0.6378378378378379,0.6754735792622134,0.4688323090430202,0.4025695931477516,0.38095238095238093,1.0,4.590909090909091
Dmitry Popko,28,181,318,0.5434782608695652,0.5238095238095238,0.2857142857142857,3,0.6666666666666666,43,0.5348837209302325,0,0.0,0,0.0,0,0,0,0,0.5201296946771143,0.7101298701298702,0.5168918918918919,0.4,0.43626062322946174,2.217391304347826,4.8478260869565215
Chun Hsin Tseng,23,119,509,0.6041666666666666,0.5,0.6666666666666666,9,0.4444444444444444,33,0.6666666666666666,0,0.0,6,0.5,0,0,0,0,0.554796647004036,0.7000559597090095,0.504881450488145,0.4161812297734628,0.40828402366863903,1.9782608695652173,3.0434782608695654
Daniel Evans,34,164,364,0.40425531914893614,0.4230769230769231,0.4117647058823529,21,0.42857142857142855,11,0.2727272727272727,7,0.42857142857142855,8,0.5,0,0,0,0,0.5650331125827814,0.7304266291608064,0.49634591961023145,0.36059087312054866,0.32558139534883723,3.297872340425532,4.74468085106383
Carlos Alcaraz,21,3,7010,0.7959183673469388,0.8181818181818182,0.7058823529411765,14,0.7142857142857143,17,0.8823529411764706,9,0.8888888888888888,9,0.6666666666666666,0,0,0,0,0.6483946750195771,0.7274557165861514,0.5775798069784707,0.40839971035481537,0.4085510688836104,2.1020408163265305,5.020408163265306
Roberto Carballes Baena,31,57,981,0.5714285714285714,0.5652173913043478,0.6,13,0.46153846153846156,27,0.7037037037037037,3,0.3333333333333333,6,0.3333333333333333,0,0,0,0,0.6497622820919176,0.6817073170731708,0.5316742081447964,0.3889903469866945,0.3972602739726027,2.0,3.2857142857142856
Tomas Machac,24,25,1758,0.5714285714285714,0.6538461538461539,0.9230769230769231,23,0.6521739130434783,15,0.6,3,0.3333333333333333,8,0.375,0,0,0,0,0.6136603375527426,0.6961753330468414,0.5071574642126789,0.37476306525859737,0.44155844155844154,3.2127659574468086,4.958333333333333
Henrique Rocha,20,171,334,0.5555555555555556,0.5,0.7272727272727273,7,0.5714285714285714,34,0.5588235294117647,3,0.3333333333333333,1,1.0,0,0,0,0,0.5426789231779383,0.6926799758015729,0.4910265613783202,0.4025518341307815,0.3836065573770492,4.116279069767442,3.6744186046511627
Jesper De Jong,24,112,548,0.7083333333333334,0.5263157894736842,0.6666666666666666,7,0.7142857142857143,36,0.7222222222222222,2,0.5,3,0.6666666666666666,0,0,0,0,0.5724214623297192,0.7323943661971831,0.5,0.4216608438591776,0.43734643734643736,3.25,5.166666666666667
Giovanni Mpetshi Perricard,21,31,1561,0.673469387755102,0.6666666666666666,0.9545454545454546,17,0.5882352941176471,10,0.7,14,0.7142857142857143,8,0.75,0,0,0,0,0.6446010571356657,0.7992971495509567,0.5432011331444759,0.2974781266083376,0.3548387096774194,4.645833333333333,18.041666666666668
Alexandre Muller,27,67,778,0.5714285714285714,0.6,0.625,12,0.5,29,0.6551724137931034,2,0.5,6,0.3333333333333333,0,0,0,0,0.6456671982987773,0.6797035817208728,0.5048762190547637,0.3972050524052674,0.41456582633053224,1.6326530612244898,3.122448979591837
Roberto Bautista Agut,36,51,1104,0.6122448979591837,0.5185185185185185,0.8666666666666667,12,0.4166666666666667,17,0.5882352941176471,11,0.6363636363636364,9,0.8888888888888888,0,0,0,0,0.6694810032282096,0.6765578635014837,0.5341848234410218,0.3894604767879548,0.4316109422492401,2.4285714285714284,2.816326530612245
Juan Manuel Cerundolo,23,139,428,0.6875,0.6153846153846154,0.9,1,0.0,47,0.7021276595744681,0,0.0,0,0.0,0,0,0,0,0.5867517471893041,0.6732263076126359,0.49117647058823527,0.43184559710494574,0.45528455284552843,3.0208333333333335,3.1875
Tristan Boyer,23,133,452,0.5918367346938775,0.631578947368421,0.5882352941176471,19,0.5263157894736842,26,0.6538461538461539,1,0.0,3,0.6666666666666666,0,0,0,0,0.6094276094276094,0.6965575860603485,0.5086206896551724,0.3908205841446453,0.43478260869565216,3.0816326530612246,4.040816326530612
Alexander Ritschard,30,118,513,0.6956521739130435,0.5,1.3,2,0.0,37,0.7837837837837838,2,0.5,5,0.4,0,0,0,0,0.6020612653879187,0.6804564907275321,0.5194244604316547,0.4297475301866081,0.4061032863849765,3.3043478260869565,2.3260869565217392
Matteo Berrettini,28,34,1380,0.7346938775510204,0.631578947368421,0.7619047619047619,13,0.5384615384615384,16,0.9375,9,0.6666666666666666,11,0.7272727272727273,0,0,0,0,0.6772702555736814,0.779205138498595,0.514743049705139,0.3564611813257674,0.3806228373702422,1.489795918367347,9.489795918367347
Stefano Napolitano,29,167,349,0.6739130434782609,0.5789473684210527,0.75,13,0.7692307692307693,18,0.6111111111111112,7,0.5714285714285714,8,0.75,0,0,0,0,0.6169271601297552,0.6998087954110899,0.5427251732101617,0.4070205976211198,0.43636363636363634,1.4565217391304348,5.021739130434782
Mikhail Kukushkin,37,113,542,0.5714285714285714,0.4782608695652174,0.6666666666666666,19,0.631578947368421,10,0.5,10,0.6,10,0.5,0,0,0,0,0.6583198707592892,0.6813905930470348,0.5153664302600472,0.3824580698377784,0.4222222222222222,1.2653061224489797,2.9591836734693877
Juncheng Shang,19,50,1115,0.6122448979591837,0.5714285714285714,0.9375,24,0.75,6,0.5,11,0.6363636363636364,8,0.25,0,0,0,0,0.6216873985938345,0.7181383210091344,0.5332380271622588,0.37167199148029817,0.4105960264900662,2.2083333333333335,5.229166666666667
Marton Fucsovics,32,104,597,0.5434782608695652,0.3333333333333333,0.5,14,0.42857142857142855,15,0.6,1,0.0,16,0.625,0,0,0,0,0.6167017122258937,0.7145640526059425,0.549373040752351,0.3772491613296737,0.41263940520446096,2.2,4.7555555555555555
Max Purcell,26,105,591,0.4489795918367347,0.6,0.6428571428571429,26,0.38461538461538464,5,0.4,12,0.6666666666666666,6,0.3333333333333333,0,0,0,0,0.5802209363492898,0.7370806890299184,0.5194235588972431,0.3376383763837638,0.3244274809160305,2.3877551020408165,8.142857142857142
Brandon Nakashima,23,38,1335,0.6122448979591837,0.625,0.7058823529411765,21,0.6190476190476191,5,0.6,15,0.6666666666666666,8,0.5,0,0,0,0,0.6714285714285714,0.7490967482938579,0.5561936013125512,0.3426294820717131,0.36704119850187267,1.2708333333333333,9.0
Stan Wawrinka,39,161,371,0.40816326530612246,0.32,0.5625,13,0.38461538461538464,17,0.35294117647058826,2,0.5,17,0.47058823529411764,0,0,0,0,0.5647265429001506,0.7507774322523323,0.5267395054629097,0.3359653591441671,0.3531468531468531,2.163265306122449,7.63265306122449
Marco Trungelliti,34,143,417,0.5869565217391305,0.631578947368421,0.6153846153846154,14,0.5,30,0.6333333333333333,2,0.5,0,0.0,0,0,0,0,0.5768556399766218,0.6702127659574468,0.4993093922651934,0.4069208586991349,0.5,3.108695652173913,3.0869565217391304
Albert Ramos-Vinolas,36,165,359,0.46938775510204084,0.5789473684210527,0.2631578947368421,1,0.0,48,0.4791666666666667,0,0.0,0,0.0,0,0,0,0,0.6497772828507795,0.6456726649528706,0.5174880763116058,0.3920301561658589,0.41032608695652173,1.8571428571428572,1.5714285714285714
Leandro Riedi,22,135,449,0.6530612244897959,0.5714285714285714,0.6875,7,0.2857142857142857,10,0.6,11,0.6363636363636364,21,0.8095238095238095,0,0,0,0,0.6360722610722611,0.7352267521759047,0.5644515612489992,0.37687730235194106,0.36303630363036304,2.5833333333333335,6.604166666666667
Tomas Barrios Vera,27,154,380,0.6122448979591837,0.5238095238095238,0.7142857142857143,9,0.6666666666666666,32,0.625,7,0.5714285714285714,1,0.0,0,0,0,0,0.6357808857808858,0.6837763519706691,0.5224,0.4106993591529674,0.4391691394658754,1.5208333333333333,3.0408163265306123
Rinky Hijikata,23,73,746,0.5714285714285714,0.6666666666666666,0.8421052631578947,34,0.6764705882352942,5,0.0,10,0.5,0,0.0,0,0,0,0,0.5968642040924794,0.6816562778272485,0.4871456822676335,0.38151850851121316,0.3883495145631068,2.6666666666666665,3.6666666666666665
Thiago Agustin Tirante,23,117,515,0.5510204081632653,0.5,0.8125,7,0.7142857142857143,34,0.5294117647058824,2,0.5,6,0.5,0,0,0,0,0.6524881845982763,0.7115466553046442,0.5032,0.38004303388918775,0.36070381231671556,2.36734693877551,6.63265306122449
Alexander Bublik,27,33,1420,0.5102040816326531,0.64,0.5625,21,0.47619047619047616,11,0.45454545454545453,8,0.5,9,0.6666666666666666,0,0,0,0,0.5998461932837734,0.7576923076923077,0.438821268417681,0.3562666666666667,0.39649122807017545,6.375,11.583333333333334
Taro Daniel,31,84,674,0.48936170212765956,0.42857142857142855,0.6153846153846154,18,0.5,16,0.3125,5,0.4,8,0.875,0,0,0,0,0.5911894273127754,0.6994535519125683,0.5287356321839081,0.3580283353010626,0.38976377952755903,2.0217391304347827,4.239130434782608
Daniel Altmaier,26,89,640,0.4897959183673469,0.4444444444444444,0.7916666666666666,3,0.0,35,0.5142857142857142,2,0.5,9,0.5555555555555556,0,0,0,0,0.611293998480628,0.7191383595691798,0.4938110749185668,0.3811904761904762,0.375,2.4693877551020407,6.653061224489796
Corentin Moutet,25,70,772,0.5510204081632653,0.43478260869565216,0.5625,10,0.4,29,0.5862068965517241,2,0.5,8,0.625,0,0,0,0,0.675787728026534,0.6625766871165644,0.5029838022165388,0.40193184867185405,0.4087193460490463,1.425531914893617,1.702127659574468
Jozef Kovalik,32,127,472,0.6326530612244898,0.6666666666666666,0.7777777777777778,1,0.0,41,0.6829268292682927,1,0.0,6,0.5,0,0,0,0,0.5968432316746923,0.6996862393545495,0.5487723954877239,0.3943475964078183,0.42776203966005666,2.6530612244897958,3.5306122448979593
Daniel Elahi Galan,28,126,473,0.5306122448979592,0.5,0.75,5,0.6,40,0.525,4,0.5,0,0.0,0,0,0,0,0.6181003082095825,0.7058023572076156,0.5047688921496698,0.37593984962406013,0.39705882352941174,1.574468085106383,5.957446808510638
Aleksandar Kovacevic,26,111,554,0.3877551020408163,0.43478260869565216,0.5416666666666666,23,0.43478260869565216,13,0.38461538461538464,6,0.3333333333333333,7,0.2857142857142857,0,0,0,0,0.5856758738694696,0.7621035058430717,0.4920353982300885,0.3254089979550102,0.34210526315789475,3.5510204081632653,9.387755102040817
Alex Bolt,32,157,377,0.5918367346938775,0.8461538461538461,0.6521739130434783,26,0.4230769230769231,0,0.0,21,0.8095238095238095,2,0.5,0,0,0,0,0.6378112333526347,0.7149341806627326,0.521982414068745,0.36136165260401515,0.3576923076923077,2.375,6.1875
Francisco Comesana,24,85,661,0.625,0.7272727272727273,0.625,8,0.75,36,0.6111111111111112,4,0.5,0,0.0,0,0,0,0,0.646049896049896,0.6975060337892196,0.5022026431718062,0.3927033189764378,0.40350877192982454,2.4583333333333335,5.625
Constant Lestienne,32,188,307,0.5208333333333334,0.5217391304347826,0.4444444444444444,25,0.6,3,0.0,7,0.42857142857142855,13,0.5384615384615384,0,0,0,0,0.5912117177097204,0.6918918918918919,0.48403908794788275,0.39897491232802806,0.4164305949008499,2.4375,3.3958333333333335
Jakub Mensik,19,48,1136,0.5510204081632653,0.52,0.9166666666666666,20,0.65,10,0.6,7,0.2857142857142857,12,0.5,0,0,0,0,0.5831643002028397,0.7439130434782608,0.4733009708737864,0.3699710754667368,0.41823899371069184,3.63265306122449,9.408163265306122
Valentin Royer,23,197,292,0.5714285714285714,0.55,0.7777777777777778,8,0.5,31,0.6451612903225806,1,0.0,9,0.4444444444444444,0,0,0,0,0.6108193277310925,0.7201203783319002,0.5209176788124157,0.37553648068669526,0.4236111111111111,2.673469387755102,4.877551020408164
Zachary Svajda,22,166,352,0.5,0.42857142857142855,0.5833333333333334,27,0.5185185185185185,6,0.3333333333333333,11,0.5454545454545454,4,0.5,0,0,0,0,0.6412503651767455,0.689749430523918,0.511400651465798,0.36599166170339487,0.4007220216606498,1.9787234042553192,4.0638297872340425
Alex Michelsen,20,41,1245,0.6122448979591837,0.5454545454545454,0.5625,23,0.6956521739130435,2,0.0,13,0.5384615384615384,11,0.6363636363636364,0,0,0,0,0.6794662309368191,0.7170340681362726,0.5148683092608326,0.37112538397095785,0.41911764705882354,1.9591836734693877,4.836734693877551
Pedro Martinez Portero,27,43,1205,0.4897959183673469,0.42105263157894735,0.8888888888888888,9,0.3333333333333333,31,0.6451612903225806,3,0.0,6,0.16666666666666666,0,0,0,0,0.6979031840538442,0.6539317507418397,0.4712939160239931,0.38873019994806546,0.4005681818181818,3.9183673469387754,2.1020408163265305
Damir Dzumhur,32,83,679,0.6122448979591837,0.6666666666666666,0.5555555555555556,11,0.5454545454545454,25,0.8,5,0.4,8,0.25,0,0,0,0,0.6776021473307486,0.6368838028169014,0.5356151711378353,0.42408846383741783,0.4583333333333333,2.127659574468085,0.7659574468085106
Raphael Collignon,22,121,500,0.7551020408163265,0.6666666666666666,0.8181818181818182,2,0.5,30,0.8333333333333334,0,0.0,17,0.6470588235294118,0,0,0,0,0.6464740602671637,0.7409899086977415,0.4973637961335677,0.4200294550810015,0.44542772861356933,3.877551020408163,4.729166666666667
