index,player1_name,player1_age,player1_ranking,player1_points,player1_win_rate,player1_win_rate_3_sets,player1_win_rate_tiebreak,player1_total_matches_dure,player1_win_rate_dure,player1_total_matches_terre battue,player1_win_rate_terre battue,player1_total_matches_gazon,player1_win_rate_gazon,player1_total_matches_salle,player1_win_rate_salle,player1_total_matches_carpet,player1_win_rate_carpet,player1_total_matches_acryl,player1_win_rate_acryl,player1_avg_first_serve_pct,player1_avg_first_serve_won_pct,player1_avg_second_serve_won_pct,player1_avg_return_points_won_pct,player1_avg_break_point_won_pct,player1_avg_double_fautes,player1_avg_aces,player2_name,player2_age,player2_ranking,player2_points,player2_win_rate,player2_win_rate_3_sets,player2_win_rate_tiebreak,player2_total_matches_dure,player2_win_rate_dure,player2_total_matches_terre battue,player2_win_rate_terre battue,player2_total_matches_gazon,player2_win_rate_gazon,player2_total_matches_salle,player2_win_rate_salle,player2_total_matches_carpet,player2_win_rate_carpet,player2_total_matches_acryl,player2_win_rate_acryl,player2_avg_first_serve_pct,player2_avg_first_serve_won_pct,player2_avg_second_serve_won_pct,player2_avg_return_points_won_pct,player2_avg_break_point_won_pct,player2_avg_double_fautes,player2_avg_aces,tournament_category,target,date,surface_dure,surface_salle,surface_terre_batue,surface_gazon,ranking_diff,points_diff,win_rate_diff,win_rate_diff_3_sets,win_rate_tiebreak_diff,aces_diff,double_faults_diff,win_rate_dure_diff,win_rate_terre_diff,win_rate_gazon_diff,win_rate_salle_diff
12,Pedro Martinez Portero,27,43,1205,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radu Albot,35,163,369,0.7777777777777778,1.0,0.75,0,0.0,7,0.8571428571428571,0,0.0,2,0.5,0,0,0,0,0.6651651651651652,0.6343115124153499,0.49327354260089684,0.4257871064467766,0.5076923076923077,2.4444444444444446,1.7777777777777777,2,1,31.03.24,0,0,1,0,120,836,0.7777777777777778,1.0,0.0,1.7777777777777777,2.4444444444444446,0.0,0.8571428571428571,0.0,0.5
13,Luca Van Assche,20,128,471,0.46875,0.5,0.8333333333333334,11,0.45454545454545453,16,0.5,4,0.5,1,0.0,0,0,0,0,0.6235435918039374,0.6591494845360825,0.4578441835645678,0.4008863819500403,0.4110169491525424,4.90625,2.34375,Titouan Droguet,23,182,315,0.6585365853658537,0.7272727272727273,0.875,8,0.625,25,0.68,5,0.6,3,0.6666666666666666,0,0,0,0,0.5842354533152909,0.7330631152287204,0.5280716029292107,0.37534246575342467,0.4099099099099099,2.073170731707317,6.048780487804878,2,1,09.10.24,0,1,0,0,54,156,0.1897865853658537,0.2272727272727273,0.0,3.705030487804878,2.833079268292683,0.17045454545454547,0.18000000000000005,0.09999999999999998,0.6666666666666666
14,Carlos Alcaraz,21,3,7010,0.7959183673469388,0.8181818181818182,0.7058823529411765,14,0.7142857142857143,17,0.8823529411764706,9,0.8888888888888888,9,0.6666666666666666,0,0,0,0,0.6483946750195771,0.7274557165861514,0.5775798069784707,0.40839971035481537,0.4085510688836104,2.1020408163265305,5.020408163265306,Tallon Griekspoor,28,40,1280,0.5106382978723404,0.5172413793103449,0.6666666666666666,14,0.5,16,0.5,7,0.5714285714285714,10,0.5,0,0,0,0,0.6379354838709678,0.7508090614886731,0.5213371266002845,0.3312368972746331,0.37280701754385964,3.5869565217391304,8.659574468085106,1,1,19.11.24,0,1,0,0,37,5730,0.2852800694745984,0.30094043887147337,0.0,3.6391663048198,1.4849157054125999,0.2142857142857143,0.38235294117647056,0.31746031746031744,0.16666666666666663
15,Tomas Martin Etcheverry,25,39,1315,0.56,0.5384615384615384,0.5,0,0.0,21,0.6190476190476191,4,0.25,0,0.0,0,0,0,0,0.6564810251355347,0.7079579579579579,0.5208034433285509,0.3799612778315586,0.38219895287958117,1.6,5.28,Jan-Lennard Struff,34,42,1240,0.6216216216216216,0.5333333333333333,0.8823529411764706,7,0.2857142857142857,17,0.7647058823529411,9,0.6666666666666666,4,0.5,0,0,0,0,0.5816532258064516,0.7787406123627961,0.5413654618473895,0.3711145996860283,0.3333333333333333,3.638888888888889,9.75,1,0,19.07.24,0,0,1,0,3,75,0.06162162162162155,0.00512820512820511,0.0,4.47,2.0388888888888888,0.2857142857142857,0.14565826330532206,0.41666666666666663,0.5
17,Christopher Eubanks,28,107,572,0.4411764705882353,0.42105263157894735,0.6153846153846154,15,0.6,7,0.0,9,0.4444444444444444,3,0.6666666666666666,0,0,0,0,0.660187185025198,0.7344601962922573,0.510593220338983,0.3268438786971172,0.375,4.029411764705882,10.676470588235293,Nishesh Basavareddy,19,138,440,0.6875,0.5714285714285714,2.0,12,0.6666666666666666,0,0.0,0,0.0,4,0.75,0,0,0,0,0.5630901287553648,0.6798780487804879,0.5225933202357563,0.4208860759493671,0.4015151515151515,3.5625,3.875,2,0,28.09.24,1,0,0,0,31,132,0.24632352941176472,0.15037593984962405,0.0,6.8014705882352935,0.46691176470588225,0.06666666666666665,0.0,0.4444444444444444,0.08333333333333337
19,Brandon Nakashima,23,38,1335,0.6666666666666666,0.6666666666666666,1.0,0,0.0,3,0.6666666666666666,0,0.0,0,0.0,0,0,0,0,0.639344262295082,0.7435897435897436,0.48863636363636365,0.3904382470119522,0.45454545454545453,1.6666666666666667,3.0,Nicolas Moreno De Alboran,27,110,556,0.75,0.5,1.0,0,0.0,4,0.75,0,0.0,0,0.0,0,0,0,0,0.5973597359735974,0.7513812154696132,0.5327868852459017,0.3696369636963696,0.4,2.5,6.0,3,1,26.05.24,0,0,1,0,72,779,0.08333333333333337,0.16666666666666663,0.0,3.0,0.8333333333333333,0.0,0.08333333333333337,0.0,0.0
20,Luciano Darderi,22,44,1198,0.6,1.0,0.0,0,0.0,5,0.6,0,0.0,0,0.0,0,0,0,0,0.5084745762711864,0.72,0.4827586206896552,0.43636363636363634,0.45161290322580644,1.2,1.4,Federico Coria,32,100,617,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,03.05.24,0,0,1,0,56,581,0.6,1.0,0.0,1.4,1.2,0.0,0.6,0.0,0.0
21,Marcos Giron,31,46,1150,0.48936170212765956,0.3333333333333333,0.6666666666666666,15,0.4,11,0.2727272727272727,13,0.6923076923076923,8,0.625,0,0,0,0,0.6053282065366657,0.7264065335753176,0.5086986778009742,0.3565264293419633,0.3561643835616438,1.2553191489361701,4.808510638297872,Miomir Kecmanovic,25,54,1021,0.45454545454545453,0.4444444444444444,0.4,17,0.29411764705882354,12,0.5,8,0.5,7,0.7142857142857143,0,0,0,0,0.6188885514728212,0.7154072620215898,0.5290836653386454,0.35904255319148937,0.38636363636363635,2.0697674418604652,4.162790697674419,3,1,27.10.24,0,1,0,0,8,129,0.03481624758220503,0.1111111111111111,0.0,0.6457199406234535,0.8144482929242951,0.10588235294117648,0.2272727272727273,0.1923076923076923,0.0892857142857143
22,Mitchell Krueger,30,147,396,0.6666666666666666,0.5454545454545454,0.5714285714285714,21,0.7142857142857143,10,0.6,2,0.5,0,0.0,0,0,0,0,0.6135475466782457,0.7225760792639774,0.547191011235955,0.4004106776180698,0.40425531914893614,2.484848484848485,5.303030303030303,Maximilian Marterer,29,184,313,0.4722222222222222,0.5384615384615384,0.625,8,0.5,23,0.4782608695652174,5,0.4,0,0.0,0,0,0,0,0.6147736298649722,0.6808785529715762,0.5170630816959669,0.37004950495049505,0.40625,2.4571428571428573,4.8,4,1,22.08.24,1,0,0,0,37,83,0.19444444444444442,0.006993006993006978,0.0,0.5030303030303029,0.027705627705627567,0.2142857142857143,0.12173913043478257,0.09999999999999998,0.0
23,Tommy Paul,27,12,3145,0.7692307692307693,0.6666666666666666,1.3333333333333333,6,0.6666666666666666,10,0.7,10,0.9,0,0.0,0,0,0,0,0.6171259842519685,0.7192982456140351,0.5552699228791774,0.4224219489120151,0.43457943925233644,1.6153846153846154,4.846153846153846,Roberto Bautista Agut,36,51,1104,0.6296296296296297,0.5384615384615384,0.875,0,0.0,17,0.5882352941176471,10,0.7,0,0.0,0,0,0,0,0.6853669939223936,0.6773533424283765,0.5482912332838039,0.399814039981404,0.4486486486486487,1.7777777777777777,2.6296296296296298,4,1,07.07.24,0,0,0,1,39,2041,0.13960113960113962,0.1282051282051282,0.0,2.216524216524216,0.16239316239316226,0.6666666666666666,0.11176470588235288,0.20000000000000007,0.0
24,Nuno Borges,27,36,1355,0.6,0.5,0.6666666666666666,10,0.6,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5694444444444444,0.7506775067750677,0.4874551971326165,0.3925373134328358,0.4098360655737705,2.2,4.2,Lucas Pouille,30,101,616,0.6666666666666666,0.75,1.0,4,0.75,2,1.0,0,0.0,3,0.3333333333333333,0,0,0,0,0.5752461322081576,0.7432762836185819,0.5298013245033113,0.37727910238429174,0.36363636363636365,3.0,6.111111111111111,1,1,01.04.24,0,0,1,0,65,739,0.06666666666666665,0.25,0.0,1.9111111111111105,0.7999999999999998,0.15000000000000002,1.0,0.0,0.3333333333333333
25,Jacob Fearnley,23,99,622,0.813953488372093,0.8333333333333334,0.7142857142857143,12,0.8333333333333334,0,0.0,12,0.75,19,0.8421052631578947,0,0,0,0,0.6172680412371134,0.744258872651357,0.5008417508417509,0.41066919191919193,0.46785714285714286,4.790697674418604,5.627906976744186,Valentin Royer,23,197,292,0.5777777777777777,0.5555555555555556,0.75,8,0.5,31,0.6451612903225806,1,0.0,5,0.4,0,0,0,0,0.6036269430051814,0.7205531711969481,0.5221496005809731,0.37636310050103156,0.4318181818181818,2.7333333333333334,4.666666666666667,2,1,04.11.24,0,1,0,0,98,330,0.2361757105943153,0.2777777777777778,0.0,0.9612403100775193,2.057364341085271,0.33333333333333337,0.6451612903225806,0.75,0.44210526315789467
26,Zizou Bergs,25,71,768,1.0,1.0,1.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0,0,0,0.6666666666666666,0.6759259259259259,0.5740740740740741,0.3924050632911392,0.5,3.5,7.0,Luca Van Assche,20,128,471,0.5,0.0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0,0,0,0.6060606060606061,0.6333333333333333,0.358974358974359,0.4375,0.8571428571428571,2.5,0.5,3,0,24.04.24,0,0,1,0,57,297,0.5,1.0,0.0,6.5,1.0,0.0,0.5,0.0,0.0
